image_id,dataset,species,split,width,height,aspect_ratio,area
7125,SeaTurtleID2022,loggerhead turtle,train,366,367,0.997275204359673,134322
7126,SeaTurtleID2022,loggerhead turtle,train,384,264,1.4545454545454546,101376
7127,SeaTurtleID2022,loggerhead turtle,train,275,207,1.328502415458937,56925
7128,SeaTurtleID2022,loggerhead turtle,train,332,227,1.4625550660792952,75364
7129,SeaTurtleID2022,loggerhead turtle,train,220,166,1.3253012048192772,36520
7130,SeaTurtleID2022,loggerhead turtle,train,287,253,1.134387351778656,72611
7131,SeaTurtleID2022,loggerhead turtle,train,87,86,1.0116279069767442,7482
7132,SeaTurtleID2022,loggerhead turtle,train,244,293,0.8327645051194539,71492
7133,SeaTurtleID2022,loggerhead turtle,train,2000,1500,1.3333333333333333,3000000
7134,SeaTurtleID2022,loggerhead turtle,train,417,348,1.1982758620689655,145116
7135,SeaTurtleID2022,loggerhead turtle,train,362,302,1.1986754966887416,109324
7136,SeaTurtleID2022,loggerhead turtle,train,280,229,1.222707423580786,64120
7137,SeaTurtleID2022,loggerhead turtle,train,318,250,1.272,79500
7138,SeaTurtleID2022,loggerhead turtle,train,428,285,1.5017543859649123,121980
7139,SeaTurtleID2022,loggerhead turtle,train,297,252,1.1785714285714286,74844
7140,SeaTurtleID2022,loggerhead turtle,train,71,47,1.5106382978723405,3337
7141,SeaTurtleID2022,loggerhead turtle,train,103,92,1.1195652173913044,9476
7142,SeaTurtleID2022,loggerhead turtle,train,195,138,1.4130434782608696,26910
7143,SeaTurtleID2022,loggerhead turtle,train,321,223,1.4394618834080717,71583
7144,SeaTurtleID2022,loggerhead turtle,train,362,157,2.305732484076433,56834
7145,SeaTurtleID2022,loggerhead turtle,train,292,227,1.2863436123348018,66284
7146,SeaTurtleID2022,loggerhead turtle,train,168,163,1.030674846625767,27384
7147,SeaTurtleID2022,loggerhead turtle,train,199,152,1.3092105263157894,30248
7148,SeaTurtleID2022,loggerhead turtle,train,295,201,1.4676616915422886,59295
7149,SeaTurtleID2022,loggerhead turtle,train,151,136,1.1102941176470589,20536
7150,SeaTurtleID2022,loggerhead turtle,train,230,188,1.2234042553191489,43240
7151,SeaTurtleID2022,loggerhead turtle,train,424,281,1.508896797153025,119144
7152,SeaTurtleID2022,loggerhead turtle,train,203,156,1.3012820512820513,31668
7153,SeaTurtleID2022,loggerhead turtle,train,409,286,1.43006993006993,116974
7154,SeaTurtleID2022,loggerhead turtle,train,586,415,1.4120481927710844,243190
7155,SeaTurtleID2022,loggerhead turtle,train,241,196,1.2295918367346939,47236
7156,SeaTurtleID2022,loggerhead turtle,train,408,283,1.441696113074205,115464
7157,SeaTurtleID2022,loggerhead turtle,train,516,373,1.383378016085791,192468
7158,SeaTurtleID2022,loggerhead turtle,train,65,54,1.2037037037037037,3510
7159,SeaTurtleID2022,loggerhead turtle,train,290,297,0.9764309764309764,86130
7160,SeaTurtleID2022,loggerhead turtle,train,536,381,1.4068241469816274,204216
7161,SeaTurtleID2022,loggerhead turtle,train,277,209,1.325358851674641,57893
7162,SeaTurtleID2022,loggerhead turtle,train,279,237,1.1772151898734178,66123
7163,SeaTurtleID2022,loggerhead turtle,train,271,243,1.1152263374485596,65853
7164,SeaTurtleID2022,loggerhead turtle,train,210,248,0.8467741935483871,52080
7165,SeaTurtleID2022,loggerhead turtle,train,193,206,0.9368932038834952,39758
7166,SeaTurtleID2022,loggerhead turtle,train,750,534,1.404494382022472,400500
7167,SeaTurtleID2022,loggerhead turtle,train,553,378,1.462962962962963,209034
7168,SeaTurtleID2022,loggerhead turtle,train,444,324,1.3703703703703705,143856
7169,SeaTurtleID2022,loggerhead turtle,train,372,376,0.9893617021276596,139872
7170,SeaTurtleID2022,loggerhead turtle,train,197,230,0.8565217391304348,45310
7171,SeaTurtleID2022,loggerhead turtle,train,83,76,1.0921052631578947,6308
7172,SeaTurtleID2022,loggerhead turtle,train,80,99,0.8080808080808081,7920
7173,SeaTurtleID2022,loggerhead turtle,train,267,226,1.1814159292035398,60342
7174,SeaTurtleID2022,loggerhead turtle,train,471,340,1.3852941176470588,160140
7175,SeaTurtleID2022,loggerhead turtle,train,418,288,1.4513888888888888,120384
7176,SeaTurtleID2022,loggerhead turtle,train,212,180,1.1777777777777778,38160
7177,SeaTurtleID2022,loggerhead turtle,train,520,367,1.4168937329700273,190840
7178,SeaTurtleID2022,loggerhead turtle,train,333,239,1.393305439330544,79587
7179,SeaTurtleID2022,loggerhead turtle,train,437,350,1.2485714285714287,152950
7180,SeaTurtleID2022,loggerhead turtle,train,378,276,1.3695652173913044,104328
7181,SeaTurtleID2022,loggerhead turtle,train,289,229,1.262008733624454,66181
7182,SeaTurtleID2022,loggerhead turtle,train,137,126,1.0873015873015872,17262
7183,SeaTurtleID2022,loggerhead turtle,train,477,487,0.9794661190965093,232299
7184,SeaTurtleID2022,loggerhead turtle,train,485,439,1.1047835990888382,212915
7185,SeaTurtleID2022,loggerhead turtle,train,411,364,1.129120879120879,149604
7186,SeaTurtleID2022,loggerhead turtle,train,424,322,1.3167701863354038,136528
7187,SeaTurtleID2022,loggerhead turtle,train,184,167,1.1017964071856288,30728
7188,SeaTurtleID2022,loggerhead turtle,train,191,159,1.20125786163522,30369
7189,SeaTurtleID2022,loggerhead turtle,train,160,150,1.0666666666666667,24000
7190,SeaTurtleID2022,loggerhead turtle,train,218,194,1.1237113402061856,42292
7191,SeaTurtleID2022,loggerhead turtle,train,622,417,1.4916067146282974,259374
7192,SeaTurtleID2022,loggerhead turtle,train,145,120,1.2083333333333333,17400
7193,SeaTurtleID2022,loggerhead turtle,train,267,299,0.8929765886287625,79833
7194,SeaTurtleID2022,loggerhead turtle,train,247,219,1.1278538812785388,54093
7195,SeaTurtleID2022,loggerhead turtle,train,177,151,1.1721854304635762,26727
7196,SeaTurtleID2022,loggerhead turtle,train,127,154,0.8246753246753247,19558
7197,SeaTurtleID2022,loggerhead turtle,train,242,203,1.1921182266009853,49126
7198,SeaTurtleID2022,loggerhead turtle,train,151,170,0.888235294117647,25670
7199,SeaTurtleID2022,loggerhead turtle,train,395,569,0.6942003514938488,224755
7200,SeaTurtleID2022,loggerhead turtle,train,163,142,1.147887323943662,23146
7201,SeaTurtleID2022,loggerhead turtle,train,183,180,1.0166666666666666,32940
7202,SeaTurtleID2022,loggerhead turtle,train,300,218,1.3761467889908257,65400
7203,SeaTurtleID2022,loggerhead turtle,train,252,216,1.1666666666666667,54432
7204,SeaTurtleID2022,loggerhead turtle,train,169,170,0.9941176470588236,28730
7205,SeaTurtleID2022,loggerhead turtle,train,235,170,1.3823529411764706,39950
7206,SeaTurtleID2022,loggerhead turtle,train,235,173,1.3583815028901733,40655
7207,SeaTurtleID2022,loggerhead turtle,train,192,195,0.9846153846153847,37440
7208,SeaTurtleID2022,loggerhead turtle,train,63,47,1.3404255319148937,2961
7209,SeaTurtleID2022,loggerhead turtle,train,164,148,1.1081081081081081,24272
7210,SeaTurtleID2022,loggerhead turtle,train,211,159,1.3270440251572326,33549
7211,SeaTurtleID2022,loggerhead turtle,train,421,307,1.3713355048859934,129247
7212,SeaTurtleID2022,loggerhead turtle,train,606,417,1.4532374100719425,252702
7213,SeaTurtleID2022,loggerhead turtle,train,2000,1333,1.5003750937734435,2666000
7214,SeaTurtleID2022,loggerhead turtle,train,314,257,1.2217898832684826,80698
7215,SeaTurtleID2022,loggerhead turtle,train,275,204,1.3480392156862746,56100
7216,SeaTurtleID2022,loggerhead turtle,train,467,366,1.2759562841530054,170922
7217,SeaTurtleID2022,loggerhead turtle,train,305,230,1.326086956521739,70150
7218,SeaTurtleID2022,loggerhead turtle,train,195,175,1.1142857142857143,34125
7219,SeaTurtleID2022,loggerhead turtle,train,530,432,1.2268518518518519,228960
7220,SeaTurtleID2022,loggerhead turtle,train,105,82,1.2804878048780488,8610
7221,SeaTurtleID2022,loggerhead turtle,train,52,44,1.1818181818181819,2288
7222,SeaTurtleID2022,loggerhead turtle,train,239,166,1.4397590361445782,39674
7223,SeaTurtleID2022,loggerhead turtle,train,331,280,1.1821428571428572,92680
7224,SeaTurtleID2022,loggerhead turtle,train,395,305,1.2950819672131149,120475
7225,SeaTurtleID2022,loggerhead turtle,train,397,462,0.8593073593073594,183414
7226,SeaTurtleID2022,loggerhead turtle,train,253,202,1.2524752475247525,51106
7227,SeaTurtleID2022,loggerhead turtle,train,396,296,1.337837837837838,117216
7228,SeaTurtleID2022,loggerhead turtle,train,189,159,1.1886792452830188,30051
7229,SeaTurtleID2022,loggerhead turtle,train,343,265,1.2943396226415094,90895
7230,SeaTurtleID2022,loggerhead turtle,train,635,560,1.1339285714285714,355600
7231,SeaTurtleID2022,loggerhead turtle,train,213,201,1.0597014925373134,42813
7232,SeaTurtleID2022,loggerhead turtle,train,87,74,1.1756756756756757,6438
7233,SeaTurtleID2022,loggerhead turtle,train,237,209,1.1339712918660287,49533
7234,SeaTurtleID2022,loggerhead turtle,train,627,554,1.1317689530685922,347358
7235,SeaTurtleID2022,loggerhead turtle,train,105,82,1.2804878048780488,8610
7236,SeaTurtleID2022,loggerhead turtle,train,131,124,1.0564516129032258,16244
7237,SeaTurtleID2022,loggerhead turtle,train,171,122,1.401639344262295,20862
7238,SeaTurtleID2022,loggerhead turtle,train,329,243,1.353909465020576,79947
7239,SeaTurtleID2022,loggerhead turtle,train,256,179,1.4301675977653632,45824
7240,SeaTurtleID2022,loggerhead turtle,train,268,190,1.4105263157894736,50920
7241,SeaTurtleID2022,loggerhead turtle,train,651,494,1.3178137651821862,321594
7242,SeaTurtleID2022,loggerhead turtle,train,225,224,1.0044642857142858,50400
7243,SeaTurtleID2022,loggerhead turtle,train,491,517,0.9497098646034816,253847
7244,SeaTurtleID2022,loggerhead turtle,train,176,180,0.9777777777777777,31680
7245,SeaTurtleID2022,loggerhead turtle,train,294,307,0.9576547231270358,90258
7246,SeaTurtleID2022,loggerhead turtle,train,163,177,0.9209039548022598,28851
7247,SeaTurtleID2022,loggerhead turtle,train,360,376,0.9574468085106383,135360
7248,SeaTurtleID2022,loggerhead turtle,train,131,113,1.1592920353982301,14803
7249,SeaTurtleID2022,loggerhead turtle,train,277,255,1.0862745098039215,70635
7250,SeaTurtleID2022,loggerhead turtle,train,136,156,0.8717948717948718,21216
7251,SeaTurtleID2022,loggerhead turtle,train,315,219,1.4383561643835616,68985
7252,SeaTurtleID2022,loggerhead turtle,train,484,404,1.198019801980198,195536
7253,SeaTurtleID2022,loggerhead turtle,train,70,74,0.9459459459459459,5180
7254,SeaTurtleID2022,loggerhead turtle,train,329,372,0.8844086021505376,122388
7255,SeaTurtleID2022,loggerhead turtle,train,584,517,1.1295938104448742,301928
7256,SeaTurtleID2022,loggerhead turtle,train,376,438,0.8584474885844748,164688
7257,SeaTurtleID2022,loggerhead turtle,train,308,217,1.4193548387096775,66836
7258,SeaTurtleID2022,loggerhead turtle,train,183,140,1.3071428571428572,25620
7259,SeaTurtleID2022,loggerhead turtle,train,393,357,1.1008403361344539,140301
7260,SeaTurtleID2022,loggerhead turtle,train,425,425,1.0,180625
7261,SeaTurtleID2022,loggerhead turtle,train,488,402,1.2139303482587065,196176
7262,SeaTurtleID2022,loggerhead turtle,train,388,273,1.4212454212454213,105924
7263,SeaTurtleID2022,loggerhead turtle,train,244,172,1.4186046511627908,41968
7264,SeaTurtleID2022,loggerhead turtle,train,236,192,1.2291666666666667,45312
7265,SeaTurtleID2022,loggerhead turtle,train,1128,892,1.2645739910313902,1006176
7266,SeaTurtleID2022,loggerhead turtle,train,2000,1500,1.3333333333333333,3000000
7267,SeaTurtleID2022,loggerhead turtle,train,190,246,0.7723577235772358,46740
7268,SeaTurtleID2022,loggerhead turtle,train,293,232,1.2629310344827587,67976
7269,SeaTurtleID2022,loggerhead turtle,train,352,242,1.4545454545454546,85184
7270,SeaTurtleID2022,loggerhead turtle,train,326,250,1.304,81500
7271,SeaTurtleID2022,loggerhead turtle,train,527,334,1.5778443113772456,176018
7272,SeaTurtleID2022,loggerhead turtle,train,560,393,1.424936386768448,220080
7273,SeaTurtleID2022,loggerhead turtle,train,86,100,0.86,8600
7274,SeaTurtleID2022,loggerhead turtle,train,344,258,1.3333333333333333,88752
7275,SeaTurtleID2022,loggerhead turtle,train,501,324,1.5462962962962963,162324
7276,SeaTurtleID2022,loggerhead turtle,train,423,420,1.0071428571428571,177660
7277,SeaTurtleID2022,loggerhead turtle,train,422,312,1.3525641025641026,131664
7278,SeaTurtleID2022,loggerhead turtle,train,121,114,1.0614035087719298,13794
7279,SeaTurtleID2022,loggerhead turtle,train,149,171,0.8713450292397661,25479
7280,SeaTurtleID2022,loggerhead turtle,train,567,410,1.3829268292682926,232470
7281,SeaTurtleID2022,loggerhead turtle,train,196,182,1.0769230769230769,35672
7282,SeaTurtleID2022,loggerhead turtle,train,96,94,1.0212765957446808,9024
7283,SeaTurtleID2022,loggerhead turtle,train,404,279,1.4480286738351253,112716
7284,SeaTurtleID2022,loggerhead turtle,train,112,92,1.2173913043478262,10304
7285,SeaTurtleID2022,loggerhead turtle,train,104,73,1.4246575342465753,7592
7286,SeaTurtleID2022,loggerhead turtle,train,278,318,0.8742138364779874,88404
7287,SeaTurtleID2022,loggerhead turtle,train,148,112,1.3214285714285714,16576
7288,SeaTurtleID2022,loggerhead turtle,train,109,94,1.1595744680851063,10246
7289,SeaTurtleID2022,loggerhead turtle,train,698,889,0.7851518560179978,620522
7290,SeaTurtleID2022,loggerhead turtle,train,324,208,1.5576923076923077,67392
7291,SeaTurtleID2022,loggerhead turtle,train,274,179,1.5307262569832403,49046
7292,SeaTurtleID2022,loggerhead turtle,train,2000,1500,1.3333333333333333,3000000
7293,SeaTurtleID2022,loggerhead turtle,train,259,196,1.3214285714285714,50764
7294,SeaTurtleID2022,loggerhead turtle,train,240,208,1.1538461538461537,49920
7295,SeaTurtleID2022,loggerhead turtle,train,2000,1500,1.3333333333333333,3000000
7296,SeaTurtleID2022,loggerhead turtle,train,57,46,1.2391304347826086,2622
7297,SeaTurtleID2022,loggerhead turtle,train,747,625,1.1952,466875
7298,SeaTurtleID2022,loggerhead turtle,train,715,707,1.0113154172560113,505505
7299,SeaTurtleID2022,loggerhead turtle,train,142,181,0.7845303867403315,25702
7300,SeaTurtleID2022,loggerhead turtle,train,554,387,1.4315245478036176,214398
7301,SeaTurtleID2022,loggerhead turtle,train,410,287,1.4285714285714286,117670
7302,SeaTurtleID2022,loggerhead turtle,train,2000,1333,1.5003750937734435,2666000
7303,SeaTurtleID2022,loggerhead turtle,train,306,240,1.275,73440
7304,SeaTurtleID2022,loggerhead turtle,train,135,137,0.9854014598540146,18495
7305,SeaTurtleID2022,loggerhead turtle,train,119,127,0.937007874015748,15113
7306,SeaTurtleID2022,loggerhead turtle,train,197,178,1.1067415730337078,35066
7307,SeaTurtleID2022,loggerhead turtle,train,390,276,1.4130434782608696,107640
7308,SeaTurtleID2022,loggerhead turtle,train,752,639,1.1768388106416277,480528
7309,SeaTurtleID2022,loggerhead turtle,train,324,274,1.1824817518248176,88776
7310,SeaTurtleID2022,loggerhead turtle,train,581,656,0.885670731707317,381136
7311,SeaTurtleID2022,loggerhead turtle,train,251,249,1.0080321285140563,62499
7312,SeaTurtleID2022,loggerhead turtle,train,96,74,1.2972972972972974,7104
7313,SeaTurtleID2022,loggerhead turtle,train,137,118,1.1610169491525424,16166
7314,SeaTurtleID2022,loggerhead turtle,train,199,169,1.1775147928994083,33631
7315,SeaTurtleID2022,loggerhead turtle,train,197,216,0.9120370370370371,42552
7316,SeaTurtleID2022,loggerhead turtle,train,55,39,1.4102564102564104,2145
7317,SeaTurtleID2022,loggerhead turtle,train,86,75,1.1466666666666667,6450
7318,SeaTurtleID2022,loggerhead turtle,train,260,185,1.4054054054054055,48100
7319,SeaTurtleID2022,loggerhead turtle,train,103,77,1.3376623376623376,7931
7320,SeaTurtleID2022,loggerhead turtle,train,603,608,0.9917763157894737,366624
7321,SeaTurtleID2022,loggerhead turtle,train,273,225,1.2133333333333334,61425
7322,SeaTurtleID2022,loggerhead turtle,train,425,288,1.4756944444444444,122400
7323,SeaTurtleID2022,loggerhead turtle,train,174,229,0.759825327510917,39846
7324,SeaTurtleID2022,loggerhead turtle,train,253,190,1.331578947368421,48070
7325,SeaTurtleID2022,loggerhead turtle,train,128,122,1.0491803278688525,15616
7326,SeaTurtleID2022,loggerhead turtle,train,617,468,1.3183760683760684,288756
7327,SeaTurtleID2022,loggerhead turtle,train,2000,1333,1.5003750937734435,2666000
7328,SeaTurtleID2022,loggerhead turtle,train,524,394,1.3299492385786802,206456
7329,SeaTurtleID2022,loggerhead turtle,train,457,471,0.970276008492569,215247
7330,SeaTurtleID2022,loggerhead turtle,train,471,309,1.5242718446601942,145539
7331,SeaTurtleID2022,loggerhead turtle,train,671,559,1.2003577817531306,375089
7332,SeaTurtleID2022,loggerhead turtle,train,76,87,0.8735632183908046,6612
7333,SeaTurtleID2022,loggerhead turtle,train,100,74,1.3513513513513513,7400
7334,SeaTurtleID2022,loggerhead turtle,train,644,942,0.6836518046709129,606648
7335,SeaTurtleID2022,loggerhead turtle,train,477,474,1.0063291139240507,226098
7336,SeaTurtleID2022,loggerhead turtle,train,74,62,1.1935483870967742,4588
7337,SeaTurtleID2022,loggerhead turtle,train,511,518,0.9864864864864865,264698
7338,SeaTurtleID2022,loggerhead turtle,train,202,153,1.3202614379084967,30906
7339,SeaTurtleID2022,loggerhead turtle,train,329,236,1.3940677966101696,77644
7340,SeaTurtleID2022,loggerhead turtle,train,682,541,1.2606284658040665,368962
7341,SeaTurtleID2022,loggerhead turtle,train,84,69,1.2173913043478262,5796
7342,SeaTurtleID2022,loggerhead turtle,train,189,186,1.0161290322580645,35154
7343,SeaTurtleID2022,loggerhead turtle,train,499,659,0.7572078907435509,328841
7344,SeaTurtleID2022,loggerhead turtle,train,375,371,1.0107816711590296,139125
7345,SeaTurtleID2022,loggerhead turtle,train,216,205,1.053658536585366,44280
7346,SeaTurtleID2022,loggerhead turtle,train,365,273,1.336996336996337,99645
7347,SeaTurtleID2022,loggerhead turtle,train,127,108,1.1759259259259258,13716
7348,SeaTurtleID2022,loggerhead turtle,train,54,33,1.6363636363636365,1782
7349,SeaTurtleID2022,loggerhead turtle,train,280,191,1.4659685863874345,53480
7350,SeaTurtleID2022,loggerhead turtle,train,2000,1333,1.5003750937734435,2666000
7351,SeaTurtleID2022,loggerhead turtle,train,385,440,0.875,169400
7352,SeaTurtleID2022,loggerhead turtle,train,266,185,1.4378378378378378,49210
7353,SeaTurtleID2022,loggerhead turtle,train,172,137,1.2554744525547445,23564
7354,SeaTurtleID2022,loggerhead turtle,train,384,376,1.0212765957446808,144384
7355,SeaTurtleID2022,loggerhead turtle,train,170,100,1.7,17000
7356,SeaTurtleID2022,loggerhead turtle,train,344,243,1.4156378600823045,83592
7357,SeaTurtleID2022,loggerhead turtle,train,325,249,1.3052208835341366,80925
7358,SeaTurtleID2022,loggerhead turtle,train,163,153,1.065359477124183,24939
7359,SeaTurtleID2022,loggerhead turtle,train,408,260,1.5692307692307692,106080
7360,SeaTurtleID2022,loggerhead turtle,train,81,95,0.8526315789473684,7695
7361,SeaTurtleID2022,loggerhead turtle,train,151,145,1.0413793103448277,21895
7362,SeaTurtleID2022,loggerhead turtle,train,193,146,1.321917808219178,28178
7363,SeaTurtleID2022,loggerhead turtle,train,301,268,1.123134328358209,80668
7364,SeaTurtleID2022,loggerhead turtle,train,91,94,0.9680851063829787,8554
7365,SeaTurtleID2022,loggerhead turtle,train,225,161,1.3975155279503106,36225
7366,SeaTurtleID2022,loggerhead turtle,train,293,342,0.8567251461988304,100206
7367,SeaTurtleID2022,loggerhead turtle,train,239,158,1.5126582278481013,37762
7368,SeaTurtleID2022,loggerhead turtle,train,319,242,1.3181818181818181,77198
7369,SeaTurtleID2022,loggerhead turtle,train,263,205,1.2829268292682927,53915
7370,SeaTurtleID2022,loggerhead turtle,train,89,38,2.3421052631578947,3382
7371,SeaTurtleID2022,loggerhead turtle,train,121,92,1.315217391304348,11132
7372,SeaTurtleID2022,loggerhead turtle,train,275,191,1.4397905759162304,52525
7373,SeaTurtleID2022,loggerhead turtle,train,208,185,1.1243243243243244,38480
7374,SeaTurtleID2022,loggerhead turtle,train,250,223,1.1210762331838564,55750
7375,SeaTurtleID2022,loggerhead turtle,train,254,215,1.1813953488372093,54610
7376,SeaTurtleID2022,loggerhead turtle,train,139,113,1.2300884955752212,15707
7377,SeaTurtleID2022,loggerhead turtle,train,142,128,1.109375,18176
7378,SeaTurtleID2022,loggerhead turtle,train,344,238,1.4453781512605042,81872
7379,SeaTurtleID2022,loggerhead turtle,train,450,372,1.2096774193548387,167400
7380,SeaTurtleID2022,loggerhead turtle,train,387,383,1.010443864229765,148221
7381,SeaTurtleID2022,loggerhead turtle,train,504,410,1.2292682926829268,206640
7382,SeaTurtleID2022,loggerhead turtle,train,383,337,1.1364985163204748,129071
7383,SeaTurtleID2022,loggerhead turtle,train,674,602,1.1196013289036544,405748
7384,SeaTurtleID2022,loggerhead turtle,train,512,680,0.7529411764705882,348160
7385,SeaTurtleID2022,loggerhead turtle,train,204,160,1.275,32640
7386,SeaTurtleID2022,loggerhead turtle,train,419,494,0.8481781376518218,206986
7387,SeaTurtleID2022,loggerhead turtle,train,252,189,1.3333333333333333,47628
7388,SeaTurtleID2022,loggerhead turtle,train,220,264,0.8333333333333334,58080
7389,SeaTurtleID2022,loggerhead turtle,train,305,231,1.3203463203463204,70455
7390,SeaTurtleID2022,loggerhead turtle,train,284,269,1.0557620817843867,76396
7391,SeaTurtleID2022,loggerhead turtle,train,439,303,1.448844884488449,133017
7392,SeaTurtleID2022,loggerhead turtle,train,577,428,1.3481308411214954,246956
7393,SeaTurtleID2022,loggerhead turtle,train,513,358,1.4329608938547487,183654
7394,SeaTurtleID2022,loggerhead turtle,train,254,212,1.1981132075471699,53848
7395,SeaTurtleID2022,loggerhead turtle,train,548,498,1.1004016064257027,272904
7396,SeaTurtleID2022,loggerhead turtle,train,338,263,1.285171102661597,88894
7397,SeaTurtleID2022,loggerhead turtle,train,2000,1333,1.5003750937734435,2666000
7398,SeaTurtleID2022,loggerhead turtle,train,415,510,0.8137254901960784,211650
7399,SeaTurtleID2022,loggerhead turtle,train,129,102,1.2647058823529411,13158
7400,SeaTurtleID2022,loggerhead turtle,train,179,194,0.9226804123711341,34726
7401,SeaTurtleID2022,loggerhead turtle,train,372,329,1.1306990881458967,122388
7402,SeaTurtleID2022,loggerhead turtle,train,148,123,1.2032520325203253,18204
7403,SeaTurtleID2022,loggerhead turtle,train,361,323,1.1176470588235294,116603
7404,SeaTurtleID2022,loggerhead turtle,train,102,81,1.2592592592592593,8262
7405,SeaTurtleID2022,loggerhead turtle,train,139,121,1.1487603305785123,16819
7406,SeaTurtleID2022,loggerhead turtle,train,558,477,1.169811320754717,266166
7407,SeaTurtleID2022,loggerhead turtle,train,319,209,1.5263157894736843,66671
7408,SeaTurtleID2022,loggerhead turtle,train,210,170,1.2352941176470589,35700
7409,SeaTurtleID2022,loggerhead turtle,train,133,112,1.1875,14896
7410,SeaTurtleID2022,loggerhead turtle,train,289,269,1.0743494423791822,77741
7411,SeaTurtleID2022,loggerhead turtle,train,366,321,1.1401869158878504,117486
7412,SeaTurtleID2022,loggerhead turtle,train,227,181,1.2541436464088398,41087
7413,SeaTurtleID2022,loggerhead turtle,train,196,168,1.1666666666666667,32928
7414,SeaTurtleID2022,loggerhead turtle,train,127,104,1.2211538461538463,13208
7415,SeaTurtleID2022,loggerhead turtle,train,131,124,1.0564516129032258,16244
7416,SeaTurtleID2022,loggerhead turtle,train,423,344,1.2296511627906976,145512
7417,SeaTurtleID2022,loggerhead turtle,train,423,397,1.0654911838790933,167931
7418,SeaTurtleID2022,loggerhead turtle,train,232,325,0.7138461538461538,75400
7419,SeaTurtleID2022,loggerhead turtle,train,517,535,0.9663551401869159,276595
7420,SeaTurtleID2022,loggerhead turtle,train,212,199,1.065326633165829,42188
7421,SeaTurtleID2022,loggerhead turtle,train,608,514,1.1828793774319066,312512
7422,SeaTurtleID2022,loggerhead turtle,train,400,431,0.9280742459396751,172400
7423,SeaTurtleID2022,loggerhead turtle,train,393,305,1.2885245901639344,119865
7424,SeaTurtleID2022,loggerhead turtle,train,194,166,1.1686746987951808,32204
7425,SeaTurtleID2022,loggerhead turtle,train,275,249,1.104417670682731,68475
7426,SeaTurtleID2022,loggerhead turtle,train,271,302,0.8973509933774835,81842
7427,SeaTurtleID2022,loggerhead turtle,train,170,138,1.2318840579710144,23460
7428,SeaTurtleID2022,loggerhead turtle,train,434,480,0.9041666666666667,208320
7429,SeaTurtleID2022,loggerhead turtle,train,180,163,1.1042944785276074,29340
7430,SeaTurtleID2022,loggerhead turtle,train,167,168,0.9940476190476191,28056
7431,SeaTurtleID2022,loggerhead turtle,train,153,149,1.0268456375838926,22797
7432,SeaTurtleID2022,loggerhead turtle,train,180,164,1.0975609756097562,29520
7433,SeaTurtleID2022,loggerhead turtle,train,151,114,1.3245614035087718,17214
7434,SeaTurtleID2022,loggerhead turtle,train,363,303,1.198019801980198,109989
7435,SeaTurtleID2022,loggerhead turtle,train,157,117,1.3418803418803418,18369
7436,SeaTurtleID2022,loggerhead turtle,train,142,129,1.1007751937984496,18318
7437,SeaTurtleID2022,loggerhead turtle,train,521,348,1.4971264367816093,181308
7438,SeaTurtleID2022,loggerhead turtle,train,158,130,1.2153846153846153,20540
7439,SeaTurtleID2022,loggerhead turtle,train,250,193,1.2953367875647668,48250
7440,SeaTurtleID2022,loggerhead turtle,train,238,180,1.3222222222222222,42840
7441,SeaTurtleID2022,loggerhead turtle,train,425,370,1.1486486486486487,157250
7442,SeaTurtleID2022,loggerhead turtle,train,330,234,1.4102564102564104,77220
7443,SeaTurtleID2022,loggerhead turtle,train,334,297,1.1245791245791246,99198
7444,SeaTurtleID2022,loggerhead turtle,train,204,158,1.2911392405063291,32232
7445,SeaTurtleID2022,loggerhead turtle,train,2000,1333,1.5003750937734435,2666000
7446,SeaTurtleID2022,loggerhead turtle,train,2000,1333,1.5003750937734435,2666000
7447,SeaTurtleID2022,loggerhead turtle,train,323,287,1.1254355400696865,92701
7448,SeaTurtleID2022,loggerhead turtle,train,191,180,1.0611111111111111,34380
7449,SeaTurtleID2022,loggerhead turtle,train,111,127,0.8740157480314961,14097
7450,SeaTurtleID2022,loggerhead turtle,train,220,197,1.116751269035533,43340
7451,SeaTurtleID2022,loggerhead turtle,train,188,183,1.0273224043715847,34404
7452,SeaTurtleID2022,loggerhead turtle,train,160,141,1.1347517730496455,22560
7453,SeaTurtleID2022,loggerhead turtle,train,225,213,1.056338028169014,47925
7454,SeaTurtleID2022,loggerhead turtle,train,287,260,1.103846153846154,74620
7455,SeaTurtleID2022,loggerhead turtle,train,140,134,1.044776119402985,18760
7456,SeaTurtleID2022,loggerhead turtle,train,80,77,1.0389610389610389,6160
7457,SeaTurtleID2022,loggerhead turtle,train,274,210,1.3047619047619048,57540
7458,SeaTurtleID2022,loggerhead turtle,train,270,188,1.4361702127659575,50760
7459,SeaTurtleID2022,loggerhead turtle,train,347,233,1.4892703862660943,80851
7460,SeaTurtleID2022,loggerhead turtle,train,107,98,1.0918367346938775,10486
7461,SeaTurtleID2022,loggerhead turtle,train,337,276,1.2210144927536233,93012
7462,SeaTurtleID2022,loggerhead turtle,train,257,213,1.2065727699530517,54741
7463,SeaTurtleID2022,loggerhead turtle,train,97,87,1.1149425287356323,8439
7464,SeaTurtleID2022,loggerhead turtle,train,445,416,1.0697115384615385,185120
7465,SeaTurtleID2022,loggerhead turtle,train,240,254,0.9448818897637795,60960
7466,SeaTurtleID2022,loggerhead turtle,train,223,236,0.9449152542372882,52628
